ID;S_CODE;NAME;REL;DATEOUT
8461;A09.05.277;Исследование уровня молибдена в крови;1;
8462;A09.05.277.001;Исследование уровня молибдена в крови методом атомно-абсорбционной спектроскопии;1;
8463;A09.05.278;Исследование уровня кадмия в крови;1;
8464;A09.05.278.001;Исследование уровня кадмия в крови методом атомно-абсорбционной спектроскопии;1;
8465;A09.05.279;Исследование уровня сурьмы в крови;1;
8466;A09.05.279.001;Исследование уровня сурьмы в крови методом атомно-абсорбционной спектроскопии;1;
8467;A09.05.280;Исследование уровня ртути в крови;1;
8468;A09.05.280.001;Исследование уровня ртути в крови методом атомно-абсорбционной спектроскопии;1;
8469;A09.05.281;Исследование уровня свинца в крови;1;
8470;A09.05.281.001;Исследование уровня свинца в крови методом атомно-абсорбционной спектроскопии;1;
8471;A09.05.282;Определение среднего содержания и средней концентрации гемоглобина в эритроцитах;1;
8472;A09.05.283;Исследование порфобилиногендезаминазы клеток крови;1;
8473;A09.05.283.001;Исследование бета-глюкоцереброзидазы клеток крови;1;
8474;A09.05.284;Исследование уровня углекислого газа в крови;1;
8475;A09.05.285;Исследование активности и свойств фактора Виллебранда в крови;1;
8476;A09.05.285.001;Определение фактора Виллебранда в тромбоцитах;1;
8477;A09.05.285.002;Анализ мультимеров фактора Виллебранда в плазме крови;1;
8478;A09.05.285.003;Коллагенсвязывающий тест;1;
8479;A09.05.285.004;Специфический тест способности фактора Виллебранда связывать фактор VIII крови;1;
8480;A09.05.286;Определение активности фактора XIII в плазме крови;1;
8481;A09.05.287;Исследование уровня альфа-2-антиплазмина в крови;1;
8482;A09.05.288;Исследование уровня ингибитора активаторов плазминогена в крови;1;
8483;A09.05.289;Исследование уровня бета-тромбоглобулина в крови;1;
8484;A09.05.290;Исследование уровня фактора 4 тромбоцитов;1;
8485;A09.05.291;Определение активности ингибиторов к фактору VIII в плазме крови;1;
8486;A09.05.292;Определение активности ингибиторов к фактору IX в плазме крови;1;
8487;A09.05.293;Определение активности антигена тканевого активатора плазминогена в крови;1;
8488;A09.05.294;Исследование уровня свободного карнитина и ацилкарнитинов в крови;1;
8489;A09.05.295;Исследование уровня гиалуроновой кислоты в крови;1;
8490;A09.05.296;Исследования уровня N-терминального пропептида проколлагена 1-го типа (P1NP) в крови;1;
8491;A09.05.297;Исследования уровня бетта-изомеризованного C-концевого телопептида коллагена 1 типа ( B - cross laps) в крови;1;
8492;A09.05.298;Исследование уровня антигена плоскоклеточной карциномы (SCC) в крови;1;
8493;A09.05.299;Исследование уровня антигена аденогенных раков CA 72-4 в крови;1;
8494;A09.05.300;Определение секреторного белка эпидидимиса человека 4 (HE4) в крови;1;
8495;A09.06.001;Исследование уровня циклоспорина A;1;
8496;A09.07.008;Исследование уровня свободного 17-гидроксипрогестерона в слюне;1;
8497;A09.07.009;Исследование уровня свободного тестостерона в слюне;1;
8498;A09.07.010;Исследование уровня свободного дегидроэпиандростерона в слюне;1;
8499;A09.07.011;Исследование уровня свободного эстрадиола в слюне;1;
8500;A09.19.001.001;Экспресс-исследование кала на скрытую кровь иммунохроматографическим методом;1;
8501;A09.19.012;Исследование углеводов в кале;1;
8502;A09.19.013;Исследование уровня кальпротектина в кале;1;
8503;A09.19.014;Определение концентрации опухолевой M2-пируваткиназы в кале;1;
8504;A09.20.012;Определение содержания антиспермальных антител в цервикальной слизи;0;18.12.2020
8505;A09.23.017;Экспресс-диагностика общего, рода и видов эндотоксинов в спинномозговой жидкости;1;
8506;A09.28.003.002;Определение количества белка в суточной моче;1;
8507;A09.28.030.001;Исследование моноклональности иммуноглобулинов в моче методом иммунофиксации;1;
8508;A09.28.030.002;Исследование моноклональности легких цепей иммуноглобулинов в моче методом иммунофиксации;1;
8509;A09.28.030.003;Определение содержания свободных легких цепей каппа в моче;1;
8510;A09.28.034.002;Исследование уровня норметанефринов в моче;1;
8511;A09.28.057.001;Исследование уровня лютеинизирующего гормона в моче экспресс-методом;1;
8512;A09.28.059;Исследование уровня галогенпроизводных алифатических и ароматических углеводородов в моче;1;
8513;A09.28.059.001;Исследование уровня этанола, метанола в моче;1;
8514;A09.28.059.002;Исследование уровня 2-пропанола, сивушных масел, других спиртов в моче;1;
8515;A09.28.059.003;Исследование уровня гликолей и их эфиров в моче;1;
8516;A09.28.059.004;Количественное определение этанола в моче методом газовой хроматографии;1;
8517;A09.28.060;Исследование уровня металлов в моче;1;
8518;A09.28.060.001;Исследование уровня щелочных и щелочноземельных металлов в моче;1;
8519;A09.28.061;Исследование уровня свинца в моче;1;
8520;A09.28.061.001;Исследование уровня свинца в моче методом атомно-абсорбционной спектроскопии;1;
8521;A09.28.062;Исследование уровня пестицидов в моче;1;
8522;A09.28.062.001;Исследование уровня фосфорорганических пестицидов в моче;1;
8523;A09.28.063;Исследование уровня оксипролина в моче;1;
8524;A09.28.064;Исследование уровня дезоксипиридинолина в моче;1;
8525;A09.28.065;Исследование уровня йода в моче;1;
8526;A09.28.066;Определение N-концевого телопептида в моче;1;
8527;A09.28.067;Исследование уровня хлоридов в моче;1;
8528;A09.28.068;Количественное определение котинина в моче;1;
8529;A09.28.069;Количественное определение этилглюкуронида в моче;1;
8530;A09.28.070;Исследование уровня бора в моче;1;
8531;A09.28.070.001;Исследование уровня бора в моче методом атомно-абсорбционной спектроскопии;1;
8532;A09.28.071;Исследование уровня алюминия в моче;1;
8533;A09.28.071.001;Исследование уровня алюминия в моче методом атомно-абсорбционной спектроскопии;1;
8534;A09.28.072;Исследование уровня кремния в моче;1;
8535;A09.28.072.001;Исследование уровня кремния в моче методом атомно-абсорбционной спектроскопии;1;
8536;A09.28.073;Исследование уровня титана в моче;1;
8537;A09.28.073.001;Исследование уровня титана в моче методом атомно-абсорбционной спектроскопии;1;
8538;A09.28.074;Исследование уровня хрома в моче;1;
8539;A09.28.074.001;Исследование уровня хрома в моче методом атомно-абсорбционной спектроскопии;1;
8540;A09.28.075;Исследование уровня марганца в моче;1;
8541;A09.28.075.001;Исследование уровня марганца в моче методом атомно-абсорбционной спектроскопии;1;
8542;A09.28.076;Исследование уровня кобальта в моче;1;
8543;A09.28.076.001;Исследование уровня кобальта в моче методом атомно-абсорбционной спектроскопии;1;
8544;A09.28.077;Исследование уровня никеля в моче;1;
8545;A09.28.077.001;Исследование уровня никеля в моче методом атомно-абсорбционной спектроскопии;1;
8546;A09.28.078;Исследование уровня меди в моче;1;
8547;A09.28.078.001;Исследование уровня меди в моче методом атомно-абсорбционной спектроскопии;1;
8548;A09.28.079;Исследование уровня цинка в моче;1;
8549;A09.28.079.001;Исследование уровня цинка в моче методом атомно-абсорбционной спектроскопии;1;
8550;A09.28.080;Исследование уровня мышьяка в моче;1;
8551;A09.28.080.001;Исследование уровня мышьяка в моче методом атомно-абсорбционной спектроскопии;1;
8552;A09.28.081;Исследование уровня селена в моче;1;
8553;A09.28.081.001;Исследование уровня селена в моче методом атомно-абсорбционной спектроскопии;1;
8554;A09.28.082;Исследование уровня молибдена в моче;1;
8555;A09.28.082.001;Исследование уровня молибдена в моче методом атомно-абсорбционной спектроскопии;1;
8556;A09.28.083;Исследование уровня кадмия в моче;1;
8557;A09.28.083.001;Исследование уровня кадмия в моче методом атомно-абсорбционной спектроскопии;1;
8558;A09.28.084;Исследование уровня сурьмы в моче;1;
8559;A09.28.084.001;Исследование уровня сурьмы в моче методом атомно-абсорбционной спектроскопии;1;
8560;A09.28.085;Исследование уровня ртути в моче;1;
8561;A09.28.085.001;Исследование уровня ртути в моче методом атомно-абсорбционной спектроскопии;1;
8562;A09.28.086;Экспресс-диагностика общего, рода и видов эндотоксинов в моче;1;
8563;A09.28.087;Исследование уровня антигена рака простаты 3 (PCA3) в моче;1;
8564;A09.30.012;Исследование уровня 17-гидроксипрогестерона в амниотической жидкости;1;
8565;A09.30.013;Экспресс-диагностика общего, рода и видов эндотоксинов в экссудате;1;
8566;A09.30.014;Экспресс-диагностика общего, рода и видов эндотоксинов в гнойном отделяемом;1;
8567;A10.13.001;Интраоперационная ультразвуковая флоуметрия;1;
8568;A10.13.002;Интраоперационная лазерная допплеровская флоуметрия миокарда;1;
8569;A11. 19.006;Кишечные орошения минеральной водой и лекарственными препаратами при заболеваниях сигмовидной и прямой кишки;0;01.01.2018
8570;A11.01.003.001;Внутрикожная проба с туберкулезным аллергеном;1;
8571;A11.01.019;Получение соскоба с эрозивно-язвенных элементов кожи и слизистых оболочек;1;
8572;A11.04.005;Пункция синовиальной сумки сустава;1;
8573;A11.04.005.001;Пункция синовиальной сумки сустава под контролем ультразвукового исследования;1;
8574;A11.04.006;Околосуставное введение лекарственных препаратов;1;
8575;A11.04.007;Промывание (ирригация) сустава;1;
8576;A11.05.004;Установка системы длительного мониторинга глюкозы крови;1;
8577;A11.05.005;Установка инсулиновой помпы;1;
8578;A11.05.006;Замена инсулиновой помпы;1;
8579;A11.05.006.001;Замена сенсоров системы длительного мониторинга глюкозы крови в инсулиновой помпе;1;
8580;A11.07.020.001;Биопсия околоушной слюнной железы;1;
8581;A11.07.021;Получение содержимого пародонтального кармана;1;
8582;A11.07.022;Аппликация лекарственного препарата на слизистую оболочку полости рта;1;
8583;A11.07.023;Применение метода серебрения зуба;1;
8584;A11.07.024;Местное применение реминерализующих препаратов в области зуба;1;
8585;A11.07.025;Промывание протока слюнной железы;1;
8586;A11.07.026;Взятие образца биологического материала из очагов поражения органов рта;1;
8587;A11.07.027;Наложение девитализирующей пасты;1;
8588;A11.08.010.001;Получение мазков со слизистой оболочки носоглотки;1;
8589;A11.08.010.002;Получение мазков со слизистой оболочки ротоглотки;1;
8590;A11.08.019;Эндоларингеальное введение лекарственных препаратов;1;
8591;A11.08.020;Анемизация слизистой носа;1;
8592;A11.08.021;Промывание околоносовых пазух и носоглотки;1;
8593;A11.08.021.001;Промывание околоносовых пазух и носа методом вакуумного перемещения;1;
8594;A11.08.022;Катетеризация придаточных пазух носа;1;
8595;A11.08.023;Инстилляция лекарственных препаратов при заболеваниях верхних дыхательных путей;1;
8596;A11.08.024;Установка ларингеальной маски;1;
8597;A11.09.010.001;Получение мокроты;1;
8598;A11.09.010.002;Получение индуцированной мокроты;1;
8599;A11.09.010.003;Получение фаринго-трахеальных аспиратов;1;
8600;A11.09.010.004;Получение бронхо-альвеолярного лаважа;1;
8601;A11.09.010.005;Получение трахео-бронхиального смыва;1;
8602;A11.09.011;Интубация бронхов раздельная;1;
8603;A11.09.012;Биопсия плевры;1;
8604;A11.09.013;Дренирование плевральных полостей у посмертного донора после остановки сердечной деятельности для локального охлаждения легких;1;
8605;A11.10.004.001;Пункция и дренирование перикарда под контролем ультразвукового исследования;1;
8606;A11.10.005;Зондирование камер сердца;1;
8607;A11.12.001.001;Катетеризация подключичной и других центральных вен с использованием туннельного катетера;1;
8608;A11.12.001.002;Имплантация подкожной венозной порт системы;1;
8609;A11.12.001.003;Замена центрального венозного катетера с использованием проводника;1;
8610;A11.12.001.004;Замена порта (сегмента) двухпросветного центрального венозного катетера;1;
8611;A11.12.001.005;Катетеризация подключичной и других центральных вен с использованием двухпросветного катетера;1;
8612;A11.12.001.006;Катетеризация подключичной и других центральных вен с использованием двухпросветного манжеточного туннельного катетера;1;
8613;A11.12.003.002;Внутривенное введение лекарственных препаратов для тромболитической терапии;1;
8614;A11.12.003.003;Непрерывное внутривенное длительное (24 ч.) введение лекарственных препаратов - вазодилататоров для лечения заболеваний сердца;1;
8615;A11.12.003.004;Внутрипросветное введение в центральный венозный катетер антисептиков и лекарственных препаратов;1;
8616;A11.12.015;Удаление центрального венозного катетера;1;
8617;A11.12.015.001;Удаление двухпросветного манжеточного туннельного катетера;1;
8618;A11.12.015.002;Удаление двухпросветного центрального венозного катетера;1;
8619;A11.12.016;Катетеризация бедренных сосудов для проведения фармако-холодовой перфузии органов брюшной полости;1;
8620;A11.13.001;Взятие капиллярной крови;1;
8621;A11.14.002.001;Чрескожная пункция желчного пузыря под контролем ультразвукового исследования;1;
8622;A11.14.007;Получение биоматериала из просвета общего желчного протока для цитологического исследования;1;
8623;A11.17.003;Установка интестинальной помпы;1;
8624;A11.17.003.001;Замена интестинальной помпы;1;
8625;A11.19.011;Получение отделяемого из прямой кишки;1;
8626;A11.19.011.001;Взятие соскоба с перианальной области на энтеробиоз;1;
8627;A11.20.004.001;Влагалищная биопсия радиоволновая;1;
8628;A11.20.004.002;Влагалищная биопсия ножевая;1;
8629;A11.20.008.001;Раздельное диагностическое выскабливание полости матки;1;
8630;A11.20.008.002;Раздельное диагностическое выскабливание цервикального канала;1;
8631;A11.20.010.005;Пункция молочной железы стереотаксическая;1;
8632;A11.20.011.001;Биопсия шейки матки радиоволновая;1;
8633;A11.20.011.002;Биопсия шейки матки радиоволновая конусовидная;1;
8634;A11.20.011.003;Биопсия шейки матки ножевая;1;
8635;A11.20.030.001;Внутриматочное введение криоконсервированного эмбриона;1;
8636;A11.20.037;Биопсия вульвы радиоволновая;1;
8637;A11.20.038;Зондирование влагалища;1;
8638;A11.20.039;Получение соскоба с вульвы;1;
8639;A11.20.040;Биопсия вульвы;1;
8640;A11.20.041;Введение акушерского разгружающего поддерживающего кольца (пессария);1;
8641;A11.20.042;Извлечение акушерского разгружающего поддерживающего кольца (пессария);1;
8642;A11.21.005.002;Биопсия предстательной железы под контролем магнитно-резонансной томографии;1;
8643;A11.21.005.003;Биопсия (мультифокальная) предстательной железы трансректальная пункционная под контролем ультразвукового исследования;1;
8644;A11.21.005.004;Биопсия (мультифокальная) простаты трансперинеальная пункционная под контролем ультразвукового исследования;1;
8645;A11.21.010;Обработка спермы для проведения процедуры экстракорпорального оплодотворения;1;
8646;A11.21.011;Получение отделяемого из препуциального мешка;1;
8647;A11.21.012;Биопсия яичка;1;
8648;A11.21.012.001;Биопсия яичка придатка;1;
8649;A11.21.013;Биопсия семенного канатика;1;
8650;A11.21.014;Пункция яичка;1;
8651;A11.21.015;Пункция кавернозного тела;1;
8652;A11.23.001.001;Спинномозговая пункция с катетеризацией перидурального пространства;1;
8653;A11.23.001.002;Спинномозговая пункция с изменением давления спинномозговой жидкости;1;
8654;A11.23.003.001;Непрерывное введение лекарственных препаратов в перидуральное пространство;1;
8655;A11.23.007;Имплантация интратекальной помпы;1;
8656;A11.23.007.001;Заправка баклофеновой помпы;1;
8657;A11.24.001;Введение лекарственных препаратов в область периферического нерва;1;
8658;A11.25.003;Промывание среднего уха;1;
8659;A11.25.003.001;Промывание надбарабанного пространства среднего уха;1;
8660;A11.25.004;Введение лекарственных препаратов в барабанную полость;1;
8661;A11.25.004.001;Введение лекарственных препаратов в барабанную полость транстимпанально;1;
8662;A11.25.005;Получение отделяемого из наружного слухового прохода;1;
8663;A11.25.006;Биопсия новообразования наружного уха;1;
8664;A11.26.017.001;Тонкоигольная аспирационная биопсия опухоли орбиты;1;
8665;A11.26.018;Глазные ванночки с растворами лекарственных препаратов;1;
8666;A11.28.002.001;Биопсия мочевого пузыря трансуретральная;1;
8667;A11.28.004.001;Пункция и аспирация из кисты почки или почечной лоханки под контролем ультразвукового исследования;1;
8668;A11.28.006.001;Получение соскоба из уретры;1;
8669;A11.28.015;Удаление стента из мочевыводящих путей;1;
8670;A11.28.015.001;Удаление уретерального стента;1;
8671;A11.28.015.002;Удаление уретрального стента;1;
8672;A11.28.016;Биопсия уретры;1;
8673;A11.30.003.001;Амниоцентез трансвагинальный;1;
8674;A11.30.016.001;Кордоцентез под контролем ультразвукового исследования;1;
8675;A11.30.019;Биопсия бластомера;1;
8676;A11.30.020;Инсеминация ооцитов и чистка от кумулюса;1;
8677;A11.30.021;Получение отделяемого из раны;1;
8678;A11.30.022;Эмболизация сосудов пуповины акардиального плода под контролем ультразвукового исследования;0;18.12.2020
8679;A11.30.023;Пункция и аспирация кист забрюшного пространства;1;
8680;A11.30.023.001;Пункция и аспирация из кист забрюшного пространства под контролем ультразвукового исследования;1;
8681;A11.30.024;Пункция мягких тканей;1;
8682;A11.30.024.001;Пункция мягких тканей под контролем ультразвукового исследования;1;
8683;A11.30.025;Замена удлинителя катетера для перитонеального диализа;1;
8684;A11.30.026;Реинтеграция катетера для перитонеального диализа с использованием видеоэндоскопических технологий;1;
8685;A11.30.027;Внутриабдоминальная фиксация катетера для перитонеального диализа;1;
8686;A11.30.028;Имплантация катетера для перитонеального диализа с использованием видеоэндоскопических технологий;1;
8687;A12.01.009;Потовая проба;1;
8688;A12.04.001;Исследование физических свойств синовиальной жидкости;1;
8689;A12.05.004.001;Проба на совместимость перед переливанием эритроцитов по полным антителам (IgM);1;
8690;A12.05.004.002;Проба на совместимость перед переливанием эритроцитов по неполным антителам (IgG);1;
8691;A12.05.004.003;Проба на совместимость по иммунным антителам реципиента и антигенам главного комплекса гистосовместимости донора;1;
8692;A12.05.004.004;Проба на совместимость по иммунным антителам реципиента и антигенам системы HPA донора;1;
8693;A12.05.004.005;Проба на совместимость по иммунным антителам реципиента и антигенам системы HNA донора;1;
8694;A12.05.007.001;Определение фенотипа по антигенам C, c, E, e, Cw, K, k и определение антиэритроцитарных антител;1;
8695;A12.05.007.002;Определение фенотипа антигенов эритроцитов системы MNS;1;
8696;A12.05.007.003;Определение фенотипа антигенов эритроцитов системы Lewis;1;
8697;A12.05.016.001;Электрокоагулография;1;
8698;A12.05.016.002;Тромбоэластография;1;
8699;A12.05.016.003;Тромбоэластометрия;1;
8700;A12.05.016.004;Тромбофотометрия динамическая;1;
8701;A12.05.017.001;Агрегометрия импедансная;1;
8702;A12.05.017.002;Агрегометрия оптическая;1;
8703;A12.05.017.003;Агрегометрия люминесцентная;1;
8704;A12.05.107;Определение HPA-антигенов;1;
8705;A12.05.108;Определение интерлейкина 8 в сыворотке крови;1;
8706;A12.05.109;Определение интерлейкина 10 в сыворотке крови;1;
8707;A12.05.110;Определение трофобластического гликопротеина;1;
8708;A12.05.111;Определение HNA-антигенов;1;
8709;A12.05.112;Определение моноцитов, фагоцитирующих бета-амилоид;1;
8710;A12.05.113;Капнография;1;
8711;A12.05.114;Капнометрия;1;
8712;A12.05.115;Исследование уровня шизоцитов в крови;1;
8713;A12.05.116;Исследование транспортных свойств альбумина;1;
8714;A12.05.116.001;Исследование транспортных свойств альбумина методом электронного парамагнитного резонанса;1;
8715;A12.05.117;Оценка гематокрита;1;
8716;A12.05.118;Исследование уровня эритроцитов в крови;1;
8717;A12.05.119;Исследование уровня лейкоцитов в крови;1;
8718;A12.05.120;Исследование уровня тромбоцитов в крови;1;
8719;A12.05.121;Дифференцированный подсчет лейкоцитов (лейкоцитарная формула);1;
8720;A12.05.122;Просмотр мазка крови для анализа аномалий морфологии эритроцитов, тромбоцитов и лейкоцитов;1;
8721;A12.05.123;Исследование уровня ретикулоцитов в крови;1;
8722;A12.05.124;Определение цветового показателя;1;
8723;A12.05.125;Гипоксическая проба на обнаружение серповидноклеточных эритроцитов;1;
8724;A12.05.126;Определение размеров эритроцитов;1;
8725;A12.05.127;Определение количества сидеробластов и сидероцитов;1;
8726;A12.05.128;Исследование вязкости крови;1;
8727;A12.06.001.012;Исследование CD34+CD31+ лимфоцитов;1;
8728;A12.06.004.001;Определение пролиферативной активности лимфоцитов с митогенами;1;
8729;A12.06.004.002;Определение пролиферативной активности лимфоцитов с митогенами и специфическими антигенами;1;
8730;A12.06.004.003;Определение пролиферативной активности лимфоцитов с митогенами и лекарственными препаратами;1;
8731;A12.06.010.001;Определение содержания антител к ДНК нативной;1;
8732;A12.06.010.002;Определение содержания антител к ДНК денатурированной;1;
8733;A12.06.012.001;Определение содержания аллоиммунных антител к антигенам гранулоцитов;1;
8734;A12.06.012.002;Определение содержания аутолимфоцитотоксических антител;1;
8735;A12.06.012.003;Определение содержания аутогранулоцитотоксических антител;1;
8736;A12.06.046.001;Определение содержания стимулирующих антител к рецептору тиреотропного гормона в крови;1;
8737;A12.06.047;Исследование уровня интерферона-альфа в крови;1;
8738;A12.06.048;Исследование уровня интерферона-бета в крови;1;
8739;A12.06.049;Исследование уровня интерферона-гамма в крови;1;
8740;A12.06.050;Определение активности сукцинатдегидрогеназы в популяциях лимфоцитов;1;
8741;A12.06.051;Определение содержания антител к бета-2-гликопротеину в крови;1;
8742;A12.06.052;Определение содержания антител к циклическому цитрулиновому пептиду (анти-CCP) в крови;1;
8743;A12.06.053;Определение маркеров ANCA-ассоциированных васкулитов: PR3 (c-ANCA), МПО (p-ANCA);1;
8744;A12.06.054;Определение содержания нейтрализующих антител к бета-интерферонам в сыворотке крови;1;
8745;A12.06.055;Определение содержания антител к глиадину в крови;1;
8746;A12.06.056;Определение содержания антител к тканевой трансглютаминазе в крови;1;
8747;A12.06.057;Определение содержания антинуклеарных антител к Sm-антигену;1;
8748;A12.06.058;Определение функциональной активности лимфоцитов;1;
8749;A12.06.059;Определение содержания антител к аксиалогликопротеиновому рецептору (анти - ASGPR) в крови;1;
8750;A12.06.060;Определение уровня витамина B12 (цианокобаламин) в крови;1;
8751;A12.06.061;Определение содержания антител к экстрагируемым ядерным антигенам в крови;1;
8752;A12.06.062;Определение содержания антител к цитруллинированному виментину в крови;1;
8753;A12.06.063;Определение содержания антител к кератину в крови;1;
8754;A12.06.064;Определение содержания антител к NMDA-рецепторам в крови;1;
8755;A12.06.065;Определение содержания антител к аннексину V в крови;1;
8756;A12.06.066;Определение содержания антител к эндомизию в крови;1;
8757;A12.06.067;Исследование молекул межклеточной адгезии (sE-Selectin, slCAM-1, slCAM-3, sPECAM-1, sP-Selection, sVCAM-1);1;
8758;A12.06.068;Определение содержания аутоантител к коллагену I типа;1;
8759;A12.06.069;Определение содержания аутоантител к коллагену III типа;1;
8760;A12.06.070;Определение содержания аутоантител к коллагену VI типа;1;
8761;A12.06.071;Определение содержания антител к тканям яичника;1;
8762;A12.06.072;Определение содержания антител к металлопротеиназе ADAMTS-13 в плазме крови;1;
8763;A12.06.073;Исследование фактора некроза опухоли в сыворотке крови;1;
8764;A12.06.074;Определение содержания антител к рецептору ацетилхолина;1;
8765;A12.06.075;Определение содержания антител к фосфатидилсерину;1;
8766;A12.06.076;Определение содержания антител к Фактору H;1;
8767;A12.06.077;Определением чувствительности лейкоцитов крови к препаратам интерферона;1;
8768;A12.06.078;Определением чувствительности лейкоцитов крови к индукторам интерферона;1;
8769;A12.06.079;Определением чувствительности лейкоцитов крови к иммуномодуляторам;1;
8770;A12.07.006;Определение секреторного иммуноглобулина A в слюне;1;
8771;A12.07.007;Микроскопическое исследование отделяемого из ротоглотки;1;
8772;A12.08.003;Передняя риноманометрия;1;
8773;A12.09.001.002;Осциллометрия импульсная;1;
8774;A12.09.001.003;Флоуметрия дыхания;1;
8775;A12.09.001.004;Дистанционное наблюдение за функциональными показателями внешнего дыхания;1;
8776;A12.09.002.003;Эргоспирометрия;1;
8777;A12.09.007;Определение секреторного иммуноглобулина A в мокроте;1;
8778;A12.09.008;Бронхофонография;1;
8779;A12.09.009;Определение уровня оксида азота в выдыхаемом воздухе;1;
8780;A12.09.010;Микроскопическое исследование нативного и окрашенного препарата мокроты;1;
8781;A12.09.011;Микроскопическое исследование лаважной жидкости;1;
8782;A12.09.012;Исследование физических свойств мокроты;1;
8783;A12.09.013;Исследование физических свойств плевральной жидкости;1;
8784;A12.09.014;Микроскопическое исследование нативного и окрашенного препарата плевральной жидкости;1;
8785;A12.12.005;Флебоманометрия;1;
8786;A12.14.001;Определение секреторного иммуноглобулина A в желчи;1;
8787;A12.16.006;Определение секреторного иммуноглобулина A в желудочном содержимом;1;
8788;A12.16.007;Исследование физических свойств желудочного сока;1;
8789;A12.16.008;Микроскопическое исследование желудочного содержимого;1;
8790;A12.16.009;Исследование физических свойств дуоденального содержимого;1;
8791;A12.16.010;Исследование дуоденального содержимого микроскопическое;1;
8792;A12.19.003;Исследование эвакуаторной функции прямой кишки (дефекофлоуметрия);1;
8793;A12.19.004;Определение кальпротектина в кале;1;
8794;A12.19.005;Исследование физических свойств каловых масс;1;
8795;A12.19.006;Микроскопическое исследование отделяемого из прямой кишки;1;
8796;A12.20.001;Микроскопическое исследование влагалищных мазков;1;
8797;A12.20.002;Микроскопическое исследование выделений из соска молочной железы;1;
8798;A12.20.003;Микроскопическое исследование секрета больших парауретральных и вестибулярных желез;1;
8799;A12.21.001;Микроскопическое исследование спермы;1;
8800;A12.21.002;"Тест ""смешанная антиглобулиновая реакция сперматозоидов""";1;
8801;A12.21.003;Микроскопическое исследование уретрального отделяемого и сока простаты;1;
8802;A12.21.004;Микроскопическое исследование секрета крайней плоти;1;
8803;A12.21.005;Микроскопическое исследование осадка секрета простаты;1;
8804;A12.22.006;Проведение пробы с хорионическим гонадотропином;1;
8805;A12.22.007;Проведение пробы с гонадолиберином;1;
8806;A12.22.008;Проведение пробы гонадотропин-рилизинг гормоном;1;
8807;A12.22.009;Определение уровня рецепторов стероидных гормонов;1;
8808;A12.23.002;Молекулярно-биологическое исследование генов в тканях новообразований центральной нервной системы и головного мозга;1;
8809;A12.23.003;Исследование физических свойств спинномозговой жидкости;1;
8810;A12.23.004;Микроскопическое исследование спинномозговой жидкости, подсчет клеток в счетной камере (определение цитоза);1;
8811;A12.25.010.001;Игровая аудиометрия со слуховым аппаратом в свободном звуковом поле;1;
8812;A12.25.010.002;Игровая аудиометрия с речевым процессором в свободном звуковом поле;1;
8813;A12.25.011;Регистрация электрически вызванного стапедиального рефлекса с помощью импедансного аудиометра;1;
8814;A12.26.019;Видеокератотопография;1;
8815;A12.26.020;Конфокальная микроскопия роговицы;1;
8816;A12.26.021;Кристаллографическое исследование слезы в поляризованном свете;1;
8817;A12.26.022;Микроскопия содержимого конъюнктивной полости;1;
8818;A12.28.009;Определение секреторного иммуноглобулина A в моче;1;
8819;A12.28.010;Определение уровня гликозаминогликанов мочи;1;
8820;A12.28.010.001;Электрофоретическое исследование гликозаминогликанов мочи;1;
8821;A12.28.011;Микроскопическое исследование осадка мочи;1;
8822;A12.28.012;Определение объема мочи;1;
8823;A12.28.013;Определение удельного веса (относительной плотности) мочи;1;
8824;A12.28.014;Визуальное исследование мочи;1;
8825;A12.28.015;Микроскопическое исследование отделяемого из уретры;1;
8826;A12.30.010;Витрификация бластоцист;1;
8827;A12.30.011;Проведение вспомогательного хетчинга;1;
8828;A12.30.012;Исследование биологического материала методом проточной цитофлуориметрии;1;
